,question,answer
137,Tiêu chuẩn Độ ẩm có chỉ số kỹ thuật nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s_do_am:STANDARD) WHERE toLower(s_do_am.id) CONTAINS ""độ ẩm"" MATCH (d)-[:HAS_STANDARD]->(s_other:STANDARD) WHERE s_other <> s_do_am RETURN DISTINCT s_other.id"
138,LÁ HEN điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""lá hen"" RETURN dis.id"
139,Kinh giới được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kinh giới"" RETURN p.id"
140,Kinh giới được bảo quản ở điều kiện môi trường nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""kinh giới"" RETURN s.id"
141,Kinh giới được sản xuất bởi vi sinh vật nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kinh giới"" RETURN o.id"
142,Herba Elsholtziae ciliatae có tiêu chuẩn kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""herba elsholtziae ciliatae"" RETURN s.id"
143,Herba Elsholtziae ciliatae được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""herba elsholtziae ciliatae"" RETURN o.id"
144,Tiêu chuẩn Chất chiết được trong dược liệu có chỉ số kỹ thuật nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""chất chiết được trong dược liệu"" RETURN s.id"
145,Phương pháp sắc ký lớp mỏng có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD), (d)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN s.id"
146,Tiêu chuẩn Tro toàn phần có chỉ số kỹ thuật nào?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN s.id"
147,Tiêu chuẩn Tro không tan trong acid hydrocloric có chỉ số kỹ thuật nào,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro không tan trong acid hydrocloric"" RETURN s.id"
148,Kim tiền thảo tác động lên cơ quan nào?,"MATCH (d:DRUG)-[:TARGETS]->(target:DISEASE) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN target.id"
149,Kim tiền thảo được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN p.id"
150,Kinh giới được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kinh giới"" RETURN p.id"
151,Kim tiền thảo điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN dis.id"
152,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chiết nóng"" RETURN c.id"
153,Kim tiền thảo được bảo quản tại điều kiện môi trường nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN s.id"
154,Kim tiền thảo được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN o.id"
155,Kim tiền thảo có chỉ số kỹ thuật nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN s.id"
156,Kim tiền thảo được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN t.id"
157,KIM NGÂN (Hoa) được sản xuất từ loài nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN o.id"
158,Kim tiền thảo chứa hoạt chất nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN c.id"
159,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
160,Phương pháp sắc ký lỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
161,Phương pháp Định lượng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng"" RETURN c.id"
162,Phương pháp chiết nóng yêu cầu hóa chất nào?,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""chiết nóng"" RETURN c.id"
163,Kim tiền thảo được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN tm.id"
164,Kim ngân hoa được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân hoa"" RETURN t.id"
165,KIM NGÂN (Hoa) được sản xuất từ loài nào,"MATCH (d:DRUG)-[:CONTAINS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN o.id"
166,Kim tiền thảo có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN s.id"
167,Tiêu chuẩn hàm lượng của acid clorogenic là bao nhiêu,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""hàm lượng"" AND toLower(s.id) CONTAINS ""acid clorogenic"" RETURN s.id"
168,Kim ngân hoa có chỉ số kỹ thuật nào,"MATCH (d)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kim ngân hoa"" RETURN s.id"
169,KIM NGÂN (Hoa) được sản xuất từ loài nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN o.id"
170,Kim tiền thảo chủ trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN dis.id"
171,Kim tiền thảo được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN s.id"
172,Kim tiền thảo được chế biến bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim tiền thảo"" RETURN p.id"
173,Phương pháp Tro toàn phần có tiêu chuẩn nào?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN s.id"
174,KIM NGÂN (Hoa) được sản xuất từ loài nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN o.id"
175,Kim ngân (Hoa) điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN dis.id"
176,Kim ngân (Hoa) điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN dis.id"
177,Kim ngân (Hoa) điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN dis.id"
178,Kim ngân (Hoa) điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN dis.id"
179,Kim ngân (Hoa) điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN dis.id"
180,Kim ngân (Hoa) điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN dis.id"
181,Kim ngân (Hoa) được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN s.id"
182,Kim ngân (Hoa) được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN s.id"
183,Kim ngân (Hoa) điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN dis.id"
184,Kim ngân (Hoa) được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN p.id"
185,Kim ngân (Hoa) được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN p.id"
186,Kim ngân (Hoa) được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN p.id"
187,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""chiết nóng"" RETURN c.id"
188,Phương pháp Chất chiết được trong dược liệu có tiêu chuẩn nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""chất chiết được trong dược liệu"" RETURN s.id"
189,Kim ngân (Hoa) được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN t.id"
190,Phương pháp Tạp chất có tiêu chuẩn nào,"MATCH (tm:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""tạp chất"" RETURN s.id"
191,Kim Ngân được sản xuất từ loài sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim ngân"" RETURN o.id"
192,Kim ngân (Hoa) được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN t.id"
193,Kim ngân (Hoa) được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN t.id"
194,Phương pháp Độ ẩm có tiêu chuẩn nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""độ ẩm"" RETURN s.id"
195,Kim ngân (Hoa) được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân (hoa)"" RETURN tm.id"
196,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
197,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
198,Phương pháp sắc ký lớp mỏng yêu cầu thuốc thử nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
199,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
200,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
201,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
202,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
203,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
204,Acid clorogenic có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""acid clorogenic"" RETURN s.id"
205,Phương pháp Định tính B yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính b"" RETURN c.id"
206,Thuốc Kim anh được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN o.id"
207,Phương pháp Sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
208,Phương pháp Định tính A yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính a"" RETURN c.id"
209,Phương pháp Sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
210,Phương pháp Định tính A yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính a"" RETURN c.id"
211,KHƯƠNG HOẠT có nguồn gốc từ loài sinh vật nào khác,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""khương hoạt"" RETURN o.id"
212,Kim ngân hoa được sản xuất bởi sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""kim ngân hoa"" RETURN o.id"
213,Kim ngân hoa được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim ngân hoa"" RETURN t.id"
214,Kim anh nhục được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim anh nhục"" RETURN p.id"
215,Kim anh được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN s.id"
216,Kim anh điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN dis.id"
217,Kim Anh được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN tm.id"
218,Kim anh được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN p.id"
219,Tiêu chuẩn Tạp chất khác có giá trị nào?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tạp chất khác"" RETURN s.id"
220,Tiêu chuẩn Tro toàn phần có giá trị nào,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN s.id"
221,Tiêu chuẩn Tỷ lệ quả không nạo sạch “Hạt” và “Lông” có giá trị nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kim anh"" AND toLower(s.id) CONTAINS ""tỷ lệ quả không nạo sạch “hạt” và “lông”"" RETURN s.id"
222,Tiêu chuẩn Độ ẩm có giá trị nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kim anh"" AND toLower(s.id) CONTAINS ""độ ẩm"" RETURN s.id"
223,Kim Anh có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN s.id"
224,Phương pháp sắc ký lớp mỏng yêu cầu dược liệu nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN d.id"
225,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
226,Phương pháp sắc ký lỏng có chỉ số kỹ thuật nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN s.id"
227,Phương pháp Định tính yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
228,Phương pháp Định tính yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
229,Thuốc Kim anh được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN t.id"
230,Thuốc Kim anh được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""kim anh"" RETURN p.id"
231,KHƯƠNG HOẠT có nguồn gốc từ loài sinh vật nào,"MATCH (d:DRUG)-[:CONTAINS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""khương hoạt"" RETURN o.id"
232,Phương pháp Sắc ký có chỉ số kỹ thuật nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký"" RETURN s.id"
233,Hoạt chất isoimperatorin có chỉ số kỹ thuật nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""isoimperatorin"" RETURN s.id"
234,Hoạt chất notopterol có chỉ số kỹ thuật nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""notopterol"" RETURN s.id"
235,Phương pháp sắc ký có chỉ số kỹ thuật nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký"" RETURN s.id"
236,Chỉ số Kim loại nặng có giá trị tiêu chuẩn nào về Hg?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""kim loại nặng"" AND toLower(s.id) CONTAINS ""hg"" RETURN s.id"
237,Phương pháp Sắc ký yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký"" RETURN c.id"
238,Phương pháp sắc ký lỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
239,Phương pháp Định lượng tinh dầu trong dược liệu yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng tinh dầu trong dược liệu"" RETURN c.id"
240,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""chiết nóng"" RETURN c.id"
241,Dược liệu Khương hoạt được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""khương hoạt"" RETURN tm.id"
242,Dược liệu Khương hoạt có chỉ số kỹ thuật nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""khương hoạt"" RETURN s.id"
243,Lá Khôi được chế biến bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""lá khôi"" RETURN p.id"
244,Lá Hòe điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""lá hòe"" RETURN dis.id"
245,Lá vối điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""lá vối"" RETURN dis.id"
246,Lá Khôi được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""lá khôi"" RETURN s.id"
247,Lá Khôi điều trị bệnh gì khác?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""lá khôi"" RETURN dis.id"
248,Lá Khôi điều trị bệnh gì?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""lá khôi"" RETURN dis.id"
249,Chỉ số Kim loại nặng có giá trị tiêu chuẩn nào về As?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""kim loại nặng"" AND toLower(s.id) CONTAINS ""as"" RETURN s.id"
250,Chỉ số Độ ẩm có giá trị tiêu chuẩn là bao nhiêu,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""độ ẩm"" RETURN s.id"
251,Chỉ số Kim loại nặng có giá trị tiêu chuẩn nào về Pb,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""kim loại nặng"" AND toLower(s.id) CONTAINS ""pb"" RETURN s.id"
252,Chỉ số Chất chiết được trong dược liệu có giá trị tiêu chuẩn là bao nhiêu?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""chất chiết được trong dược liệu"" RETURN s.id"
253,Chỉ số Tro toàn phần có giá trị tiêu chuẩn là bao nhiêu,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN s.id"
254,Chỉ số Kim loại nặng có giá trị tiêu chuẩn nào về Cd,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""kim loại nặng"" AND toLower(s.id) CONTAINS ""cd"" RETURN s.id"
255,Chỉ số Tạp chất có giá trị tiêu chuẩn là gì?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tạp chất"" RETURN s.id"
256,Lá Khôi có chỉ số kỹ thuật nào về chất chiết được?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""lá khôi"" AND toLower(s.id) CONTAINS ""chất chiết được"" RETURN s.id"
257,Phương pháp sắc ký lớp mỏng yêu cầu thuốc thử nào để hiện vết,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" AND (toLower(c.id) CONTAINS ""acid sulfuric"" OR toLower(c.id) CONTAINS ""ethanol"") RETURN c.id"
258,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào để hòa tan cắn,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""methanol"" RETURN c.id"
259,Lá Khôi có chỉ số kỹ thuật nào về tạp chất,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""lá khôi"" AND toLower(s.id) CONTAINS ""tạp chất"" RETURN s.id"
260,Lá Khôi có chỉ số kỹ thuật nào về kim loại nặng,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""lá khôi"" AND toLower(s.id) CONTAINS ""kim loại nặng"" RETURN s.id"
